MIRNA_ID	MRNA_ID	LOCATION	PROBABILITY	PREDICT	LABEL
hsa-miR-552-3p	CERT1	2185,2214	0.9999781847000122	1	-1
hsa-miR-552-3p	ACTR3C	4510,4539	0.9999780654907227	1	-1
hsa-miR-552-3p	MRO	4136,4165	0.9999775886535645	1	-1
hsa-miR-552-3p	CASP10	3006,3035	0.9999767541885376	1	-1
hsa-miR-552-3p	SYT1	29,58	0.999976634979248	1	-1
hsa-miR-552-3p	SPRR2E	27,56	0.999976396560669	1	-1
hsa-miR-552-3p	CMBL	1339,1368	0.9999762773513794	1	-1
hsa-miR-552-3p	COLCA1	758,787	0.9999759197235107	1	-1
hsa-miR-552-3p	PTPN4	111,140	0.9999748468399048	1	-1
hsa-miR-552-3p	GAS2L3	425,454	0.9999744892120361	1	-1
hsa-miR-552-3p	ROCK2	3383,3412	0.9999735355377197	1	-1
hsa-miR-552-3p	RNF217	2109,2138	0.9999732971191406	1	-1
hsa-miR-552-3p	GNAL	1558,1587	0.9999722242355347	1	-1
hsa-miR-552-3p	SIGLEC6	790,819	0.999971866607666	1	-1
hsa-miR-552-3p	AGR2	1023,1052	0.9999715089797974	1	-1
hsa-miR-552-3p	QDPR	562,591	0.9999710321426392	1	-1
hsa-miR-552-3p	CCER1	412,441	0.999970555305481	1	-1
hsa-miR-552-3p	GTF2H5	761,790	0.9999693632125854	1	-1
hsa-miR-552-3p	PPP1R3F	424,453	0.9999688863754272	1	-1
hsa-miR-552-3p	XPO4	3428,3457	0.9999688863754272	1	-1
hsa-miR-552-3p	KMT5B	2344,2373	0.999968409538269	1	-1
hsa-miR-552-3p	ZBTB20	6934,6963	0.9999681711196899	1	-1
hsa-miR-552-3p	GPR137C	1242,1271	0.9999679327011108	1	-1
hsa-miR-552-3p	ELK4	463,492	0.9999678134918213	1	-1
hsa-miR-552-3p	GADD45B	538,567	0.9999674558639526	1	-1
hsa-miR-552-3p	CEP57	547,576	0.9999668598175049	1	-1
hsa-miR-552-3p	CCDC85C	13316,13345	0.9999662637710571	1	-1
hsa-miR-552-3p	MYOCD	1669,1698	0.9999659061431885	1	-1
hsa-miR-552-3p	ILDR2	6350,6379	0.9999656677246094	1	-1
hsa-miR-552-3p	FCN1	468,497	0.9999642372131348	1	-1
hsa-miR-552-3p	FRMD8	735,764	0.9999642372131348	1	-1
hsa-miR-552-3p	DDHD1	1142,1171	0.9999639987945557	1	-1
hsa-miR-552-3p	KCNJ10	2211,2240	0.9999639987945557	1	-1
hsa-miR-552-3p	FAM168B	387,416	0.9999637603759766	1	-1
hsa-miR-552-3p	BARD1	1682,1711	0.9999632835388184	1	-1
hsa-miR-552-3p	MTF2	1190,1219	0.9999624490737915	1	-1
hsa-miR-552-3p	HM13	2656,2685	0.9999617338180542	1	-1
hsa-miR-552-3p	ZNF681	15,44	0.9999614953994751	1	-1
hsa-miR-552-3p	BZW1	4654,4683	0.9999613761901855	1	-1
hsa-miR-552-3p	LHX9	2619,2648	0.9999608993530273	1	-1
hsa-miR-552-3p	AR	2111,2140	0.9999607801437378	1	-1
hsa-miR-552-3p	MBNL1	3135,3164	0.9999607801437378	1	-1
hsa-miR-552-3p	MRPL44	132,161	0.9999607801437378	1	-1
hsa-miR-552-3p	PRKD1	104,133	0.9999605417251587	1	-1
hsa-miR-552-3p	ADGRL3	1500,1529	0.9999599456787109	1	-1
hsa-miR-552-3p	DHX40	80,109	0.9999597072601318	1	-1
hsa-miR-552-3p	RFX7	3761,3790	0.9999595880508423	1	-1
hsa-miR-552-3p	DCC	4042,4071	0.9999594688415527	1	-1
hsa-miR-552-3p	EPM2AIP1	3573,3602	0.9999593496322632	1	-1
hsa-miR-552-3p	MAGEB3	332,361	0.9999592304229736	1	-1
hsa-miR-552-3p	ABCA1	1776,1805	0.999958872795105	1	-1
hsa-miR-552-3p	MARK1	1724,1753	0.999958872795105	1	-1
hsa-miR-552-3p	STK17B	2837,2866	0.999958872795105	1	-1
hsa-miR-552-3p	NEGR1	6941,6970	0.9999587535858154	1	-1
hsa-miR-552-3p	CDC42	4886,4915	0.9999586343765259	1	-1
hsa-miR-552-3p	RERE	906,935	0.9999586343765259	1	-1
hsa-miR-552-3p	FN3K	320,349	0.9999582767486572	1	-1
hsa-miR-552-3p	DIMT1	115,144	0.9999579191207886	1	-1
hsa-miR-552-3p	NIPAL2	426,455	0.999957799911499	1	-1
hsa-miR-552-3p	CYP8B1	1658,1687	0.9999576807022095	1	-1
hsa-miR-552-3p	TMEM106B	7164,7193	0.9999576807022095	1	-1
hsa-miR-552-3p	PIK3CB	54,83	0.9999575614929199	1	-1
hsa-miR-552-3p	CDKN2B	1326,1355	0.9999570846557617	1	-1
hsa-miR-552-3p	ZNF396	1214,1243	0.9999570846557617	1	-1
hsa-miR-552-3p	SERTAD2	657,686	0.9999562501907349	1	-1
hsa-miR-552-3p	CACNB4	2353,2382	0.9999560117721558	1	-1
hsa-miR-552-3p	TENT5B	434,463	0.9999555349349976	1	-1
hsa-miR-552-3p	XRRA1	1064,1093	0.9999551773071289	1	-1
hsa-miR-552-3p	DCUN1D1	1836,1865	0.9999550580978394	1	-1
hsa-miR-552-3p	L3MBTL4	1623,1652	0.9999548196792603	1	-1
hsa-miR-552-3p	GNAI3	1177,1206	0.9999536275863647	1	-1
hsa-miR-552-3p	SETD5	636,665	0.9999536275863647	1	-1
hsa-miR-552-3p	SMAD5	1124,1153	0.9999535083770752	1	-1
hsa-miR-552-3p	ZNF695	533,562	0.9999532699584961	1	-1
hsa-miR-552-3p	DYNC1LI2	2273,2302	0.9999524354934692	1	-1
hsa-miR-552-3p	OSGIN2	364,393	0.9999521970748901	1	-1
hsa-miR-552-3p	RGS5	4468,4497	0.9999521970748901	1	-1
hsa-miR-552-3p	CALM1	2755,2784	0.9999517202377319	1	-1
hsa-miR-552-3p	STX7	3725,3754	0.9999517202377319	1	-1
hsa-miR-552-3p	SYCP2	701,730	0.9999513626098633	1	-1
hsa-miR-552-3p	TSPYL1	3224,3253	0.9999512434005737	1	-1
hsa-miR-552-3p	ZNF432	2007,2036	0.9999512434005737	1	-1
hsa-miR-552-3p	ZDHHC24	3372,3401	0.9999510049819946	1	-1
hsa-miR-552-3p	RAP1GDS1	800,829	0.9999508857727051	1	-1
hsa-miR-552-3p	MGRN1	4276,4305	0.9999507665634155	1	-1
hsa-miR-552-3p	SMU1	195,224	0.9999505281448364	1	-1
hsa-miR-552-3p	CHST12	235,264	0.9999501705169678	1	-1
hsa-miR-552-3p	WDFY3	2531,2560	0.9999501705169678	1	-1
hsa-miR-552-3p	DDI2	4647,4676	0.9999499320983887	1	-1
hsa-miR-552-3p	SENP6	1858,1887	0.9999499320983887	1	-1
hsa-miR-552-3p	TRMT9B	1740,1769	0.9999498128890991	1	-1
hsa-miR-552-3p	KRI1	368,397	0.9999490976333618	1	-1
hsa-miR-552-3p	CDK19	4042,4071	0.9999489784240723	1	-1
hsa-miR-552-3p	PRKG1	3647,3676	0.9999488592147827	1	-1
hsa-miR-552-3p	STXBP5L	3047,3076	0.9999488592147827	1	-1
hsa-miR-552-3p	ADAM17	1401,1430	0.9999486207962036	1	-1
hsa-miR-552-3p	MAFG	1190,1219	0.9999485015869141	1	-1
hsa-miR-552-3p	DDX47	172,201	0.999948263168335	1	-1
hsa-miR-552-3p	EIF2AK2	4340,4369	0.9999480247497559	1	-1
hsa-miR-552-3p	MTDH	3731,3760	0.9999479055404663	1	-1
hsa-miR-552-3p	FAT3	2001,2030	0.9999477863311768	1	-1
hsa-miR-552-3p	C12orf49	3840,3869	0.9999476671218872	1	-1
hsa-miR-552-3p	TSHZ2	5437,5466	0.9999474287033081	1	-1
hsa-miR-552-3p	ACOX1	1147,1176	0.999947190284729	1	-1
hsa-miR-552-3p	EPHA5	1589,1618	0.9999470710754395	1	-1
hsa-miR-552-3p	ACBD7	1637,1666	0.9999468326568604	1	-1
hsa-miR-552-3p	FECH	1065,1094	0.9999465942382812	1	-1
hsa-miR-552-3p	KCNC4	16496,16525	0.9999463558197021	1	-1
hsa-miR-552-3p	RIN2	488,517	0.9999456405639648	1	-1
hsa-miR-552-3p	VSIG1	1628,1657	0.9999451637268066	1	-1
hsa-miR-552-3p	TRPM1	472,501	0.9999450445175171	1	-1
hsa-miR-552-3p	VANGL2	2584,2613	0.9999450445175171	1	-1
hsa-miR-552-3p	FAM199X	5150,5179	0.999944806098938	1	-1
hsa-miR-552-3p	MRPL19	2192,2221	0.999944806098938	1	-1
hsa-miR-552-3p	LMO3	2718,2747	0.9999446868896484	1	-1
hsa-miR-552-3p	HOXA13	1738,1767	0.9999444484710693	1	-1
hsa-miR-552-3p	AK3	340,369	0.9999433755874634	1	-1
hsa-miR-552-3p	FOXN4	821,850	0.9999433755874634	1	-1
hsa-miR-552-3p	LMO4	3569,3598	0.9999430179595947	1	-1
hsa-miR-552-3p	EIF5AL1	703,732	0.9999428987503052	1	-1
hsa-miR-552-3p	SLFN11	641,670	0.9999426603317261	1	-1
hsa-miR-552-3p	ZNF490	1960,1989	0.9999425411224365	1	-1
hsa-miR-552-3p	AGPS	1741,1770	0.9999419450759888	1	-1
hsa-miR-552-3p	ARHGAP31	3759,3788	0.9999417066574097	1	-1
hsa-miR-552-3p	CLOCK	6324,6353	0.9999417066574097	1	-1
hsa-miR-552-3p	COQ4	428,457	0.999941349029541	1	-1
hsa-miR-552-3p	NUDT21	3030,3059	0.9999412298202515	1	-1
hsa-miR-552-3p	ZDHHC2	1768,1797	0.9999409914016724	1	-1
hsa-miR-552-3p	NIPA1	5298,5327	0.9999405145645142	1	-1
hsa-miR-552-3p	RBM33	3665,3694	0.9999405145645142	1	-1
hsa-miR-552-3p	CNGA1	220,249	0.9999402761459351	1	-1
hsa-miR-552-3p	LCMT1	121,150	0.9999402761459351	1	-1
hsa-miR-552-3p	DCUN1D4	77,106	0.9999401569366455	1	-1
hsa-miR-552-3p	DCUN1D3	4793,4822	0.999940037727356	1	-1
hsa-miR-552-3p	TMEM218	2256,2285	0.999940037727356	1	-1
hsa-miR-552-3p	FASTKD1	759,788	0.9999394416809082	1	-1
hsa-miR-552-3p	ATP7A	38,67	0.9999393224716187	1	-1
hsa-miR-552-3p	PCGF5	5674,5703	0.99993896484375	1	-1
hsa-miR-552-3p	PLXNA1	2440,2469	0.9999382495880127	1	-1
hsa-miR-552-3p	USP15	9137,9166	0.9999382495880127	1	-1
hsa-miR-552-3p	FAM241A	2914,2943	0.9999380111694336	1	-1
hsa-miR-552-3p	NAALADL2	1123,1152	0.999937891960144	1	-1
hsa-miR-552-3p	CCDC126	1423,1452	0.9999376535415649	1	-1
hsa-miR-552-3p	FEM1C	2200,2229	0.9999375343322754	1	-1
hsa-miR-552-3p	EGR3	1803,1832	0.9999372959136963	1	-1
hsa-miR-552-3p	CDCA7L	936,965	0.9999370574951172	1	-1
hsa-miR-552-3p	TRDMT1	11528,11557	0.9999370574951172	1	-1
hsa-miR-552-3p	ZNF431	4263,4292	0.9999358654022217	1	-1
hsa-miR-552-3p	CYLD	699,728	0.9999356269836426	1	-1
hsa-miR-552-3p	TRIM67	5827,5856	0.999935507774353	1	-1
hsa-miR-552-3p	ADAM22	5105,5134	0.9999353885650635	1	-1
hsa-miR-552-3p	TRIM38	1900,1929	0.9999353885650635	1	-1
hsa-miR-552-3p	FAM3C	1328,1357	0.9999352693557739	1	-1
hsa-miR-552-3p	GRB2	1532,1561	0.9999352693557739	1	-1
hsa-miR-552-3p	HYDIN	5382,5411	0.9999350309371948	1	-1
hsa-miR-552-3p	RIMS4	1699,1728	0.9999350309371948	1	-1
hsa-miR-552-3p	DHTKD1	1034,1063	0.9999349117279053	1	-1
hsa-miR-552-3p	NHLH2	995,1024	0.9999345541000366	1	-1
hsa-miR-552-3p	PACRGL	3487,3516	0.9999345541000366	1	-1
hsa-miR-552-3p	EML1	42,71	0.9999344348907471	1	-1
hsa-miR-552-3p	SRRM4	3240,3269	0.9999344348907471	1	-1
hsa-miR-552-3p	PRXL2A	1503,1532	0.9999343156814575	1	-1
hsa-miR-552-3p	TAF10	3212,3241	0.9999343156814575	1	-1
hsa-miR-552-3p	SLC6A3	1843,1872	0.9999340772628784	1	-1
hsa-miR-552-3p	TFB2M	251,280	0.9999340772628784	1	-1
hsa-miR-552-3p	LLPH	701,730	0.9999338388442993	1	-1
hsa-miR-552-3p	MAPKAPK5	3668,3697	0.9999336004257202	1	-1
hsa-miR-552-3p	ST8SIA3	5049,5078	0.9999336004257202	1	-1
hsa-miR-552-3p	NFATC3	414,443	0.9999334812164307	1	-1
hsa-miR-552-3p	TNFSF4	1163,1192	0.9999334812164307	1	-1
hsa-miR-552-3p	SPRYD4	9842,9871	0.999933123588562	1	-1
hsa-miR-552-3p	GDF6	1804,1833	0.9999328851699829	1	-1
hsa-miR-552-3p	SLC9A6	1025,1054	0.9999326467514038	1	-1
hsa-miR-552-3p	C16orf91	308,337	0.9999324083328247	1	-1
hsa-miR-552-3p	CAPN2	409,438	0.9999324083328247	1	-1
hsa-miR-552-3p	DLGAP1	1445,1474	0.9999308586120605	1	-1
hsa-miR-552-3p	MYOZ2	179,208	0.9999308586120605	1	-1
hsa-miR-552-3p	FZD5	2453,2482	0.9999306201934814	1	-1
hsa-miR-552-3p	PSMG4	3908,3937	0.9999305009841919	1	-1
hsa-miR-552-3p	NCAN	1926,1955	0.9999303817749023	1	-1
hsa-miR-552-3p	CELF4	99,128	0.9999300241470337	1	-1
hsa-miR-552-3p	SETD1A	232,261	0.9999300241470337	1	-1
hsa-miR-552-3p	IL6ST	6740,6769	0.9999293088912964	1	-1
hsa-miR-552-3p	LZIC	609,638	0.9999293088912964	1	-1
hsa-miR-552-3p	THEMIS	1146,1175	0.9999291896820068	1	-1
hsa-miR-552-3p	WDR45B	1179,1208	0.9999291896820068	1	-1
hsa-miR-552-3p	PRRC2C	1450,1479	0.9999289512634277	1	-1
hsa-miR-552-3p	NETO2	2837,2866	0.9999288320541382	1	-1
hsa-miR-552-3p	PURA	8287,8316	0.9999287128448486	1	-1
hsa-miR-552-3p	AP5S1	2843,2872	0.9999285936355591	1	-1
hsa-miR-552-3p	ADSS2	162,191	0.9999282360076904	1	-1
hsa-miR-552-3p	METTL14	1000,1029	0.9999279975891113	1	-1
hsa-miR-552-3p	SPECC1	2066,2095	0.9999279975891113	1	-1
hsa-miR-552-3p	HIGD1A	1954,1983	0.9999278783798218	1	-1
hsa-miR-552-3p	LRRC3	1997,2026	0.9999278783798218	1	-1
hsa-miR-552-3p	RIMKLA	5873,5902	0.9999277591705322	1	-1
hsa-miR-552-3p	RTKN2	2453,2482	0.9999271631240845	1	-1
hsa-miR-552-3p	SOX4	1591,1620	0.9999271631240845	1	-1
hsa-miR-552-3p	NXPH1	937,966	0.9999270439147949	1	-1
hsa-miR-552-3p	RTN4	355,384	0.9999270439147949	1	-1
hsa-miR-552-3p	HSPA14	696,725	0.9999268054962158	1	-1
hsa-miR-552-3p	MKRN3	445,474	0.9999265670776367	1	-1
hsa-miR-552-3p	MTMR7	1470,1499	0.9999264478683472	1	-1
hsa-miR-552-3p	VPS53	4000,4029	0.9999263286590576	1	-1
hsa-miR-552-3p	HLTF	399,428	0.9999262094497681	1	-1
hsa-miR-552-3p	RCBTB1	1183,1212	0.9999262094497681	1	-1
hsa-miR-552-3p	VWC2L	2968,2997	0.9999260902404785	1	-1
hsa-miR-552-3p	ARL10	3460,3489	0.999925971031189	1	-1
hsa-miR-552-3p	GOPC	1596,1625	0.999925971031189	1	-1
hsa-miR-552-3p	KIRREL1	3601,3630	0.9999256134033203	1	-1
hsa-miR-552-3p	MAP9	2529,2558	0.9999254941940308	1	-1
hsa-miR-552-3p	HAUS6	75,104	0.9999253749847412	1	-1
hsa-miR-552-3p	MOCOS	2030,2059	0.9999253749847412	1	-1
hsa-miR-552-3p	CDKN2AIP	1860,1889	0.9999250173568726	1	-1
hsa-miR-552-3p	IQSEC1	1048,1077	0.9999250173568726	1	-1
hsa-miR-552-3p	SNX2	1014,1043	0.9999250173568726	1	-1
hsa-miR-552-3p	GPC5	277,306	0.9999247789382935	1	-1
hsa-miR-552-3p	ZNF280D	738,767	0.9999247789382935	1	-1
hsa-miR-552-3p	ADAMTS17	2595,2624	0.9999246597290039	1	-1
hsa-miR-552-3p	BEX3	162,191	0.9999245405197144	1	-1
hsa-miR-552-3p	ADIPOQ	2993,3022	0.9999243021011353	1	-1
hsa-miR-552-3p	TKTL1	149,178	0.9999243021011353	1	-1
hsa-miR-552-3p	USP44	208,237	0.9999243021011353	1	-1
hsa-miR-552-3p	ATAD2	402,431	0.9999240636825562	1	-1
hsa-miR-552-3p	BACE1	1526,1555	0.999923825263977	1	-1
hsa-miR-552-3p	GPATCH2L	4308,4337	0.999923825263977	1	-1
hsa-miR-552-3p	COPS2	2092,2121	0.9999237060546875	1	-1
hsa-miR-552-3p	DCLK1	4925,4954	0.9999237060546875	1	-1
hsa-miR-552-3p	BFAR	1004,1033	0.999923586845398	1	-1
hsa-miR-552-3p	TMEM9B	411,440	0.9999234676361084	1	-1
hsa-miR-552-3p	ZNF516	4603,4632	0.9999233484268188	1	-1
hsa-miR-552-3p	DMBT1	270,299	0.9999229907989502	1	-1
hsa-miR-552-3p	ZNF621	1794,1823	0.9999229907989502	1	-1
hsa-miR-552-3p	BIRC5	1483,1512	0.9999228715896606	1	-1
hsa-miR-552-3p	GGT6	231,260	0.9999222755432129	1	-1
hsa-miR-552-3p	NRAS	1323,1352	0.9999222755432129	1	-1
hsa-miR-552-3p	CREG1	94,123	0.9999221563339233	1	-1
hsa-miR-552-3p	TMOD3	2652,2681	0.9999221563339233	1	-1
hsa-miR-552-3p	NOS3	438,467	0.9999220371246338	1	-1
hsa-miR-552-3p	MTMR2	1016,1045	0.9999217987060547	1	-1
hsa-miR-552-3p	AP5M1	1955,1984	0.9999215602874756	1	-1
hsa-miR-552-3p	PCDH17	2609,2638	0.9999215602874756	1	-1
hsa-miR-552-3p	ZNF385D	4481,4510	0.9999213218688965	1	-1
hsa-miR-552-3p	GALNT10	3016,3045	0.9999212026596069	1	-1
hsa-miR-552-3p	TAF5	399,428	0.9999212026596069	1	-1
hsa-miR-552-3p	CASD1	751,780	0.9999208450317383	1	-1
hsa-miR-552-3p	RHOQ	3070,3099	0.9999208450317383	1	-1
hsa-miR-552-3p	CACNA2D2	1349,1378	0.9999206066131592	1	-1
hsa-miR-552-3p	LRP11	319,348	0.9999204874038696	1	-1
hsa-miR-552-3p	EDIL3	2082,2111	0.9999202489852905	1	-1
hsa-miR-552-3p	SOX11	1262,1291	0.9999202489852905	1	-1
hsa-miR-552-3p	SHE	3177,3206	0.999920129776001	1	-1
hsa-miR-552-3p	COPS3	263,292	0.9999200105667114	1	-1
hsa-miR-552-3p	TLCD2	1913,1942	0.9999200105667114	1	-1
hsa-miR-552-3p	SNRPD2	84,113	0.9999198913574219	1	-1
hsa-miR-552-3p	TERF2	442,471	0.9999195337295532	1	-1
hsa-miR-552-3p	LCOR	6166,6195	0.9999189376831055	1	-1
hsa-miR-552-3p	XKR6	472,501	0.9999189376831055	1	-1
hsa-miR-552-3p	THBD	1727,1756	0.9999186992645264	1	-1
hsa-miR-552-3p	CREB3L2	5381,5410	0.9999185800552368	1	-1
hsa-miR-552-3p	RANBP6	2128,2157	0.9999185800552368	1	-1
hsa-miR-552-3p	TUBB4A	404,433	0.9999185800552368	1	-1
hsa-miR-552-3p	TMEM217	859,888	0.9999184608459473	1	-1
hsa-miR-552-3p	RALY	4787,4816	0.9999183416366577	1	-1
hsa-miR-552-3p	PLEKHA8	4175,4204	0.9999182224273682	1	-1
hsa-miR-552-3p	SAMD8	725,754	0.9999182224273682	1	-1
hsa-miR-552-3p	GAL3ST4	25,54	0.9999181032180786	1	-1
hsa-miR-552-3p	INTU	9063,9092	0.9999181032180786	1	-1
hsa-miR-552-3p	USP32	1091,1120	0.9999181032180786	1	-1
hsa-miR-552-3p	USP6	1068,1097	0.9999181032180786	1	-1
hsa-miR-552-3p	WDFY2	2106,2135	0.9999181032180786	1	-1
hsa-miR-552-3p	CCDC66	128,157	0.9999179840087891	1	-1
hsa-miR-552-3p	PDXDC1	1389,1418	0.9999176263809204	1	-1
hsa-miR-552-3p	CECR2	2335,2364	0.9999173879623413	1	-1
hsa-miR-552-3p	CHDH	1732,1761	0.9999173879623413	1	-1
hsa-miR-552-3p	CHRDL1	2398,2427	0.9999171495437622	1	-1
hsa-miR-552-3p	CLEC2D	3472,3501	0.9999171495437622	1	-1
hsa-miR-552-3p	DMRT3	89,118	0.9999164342880249	1	-1
hsa-miR-552-3p	ONECUT3	802,831	0.9999163150787354	1	-1
hsa-miR-552-3p	PRKCI	289,318	0.9999161958694458	1	-1
hsa-miR-552-3p	TRIP13	869,898	0.9999161958694458	1	-1
hsa-miR-552-3p	ENOX2	870,899	0.9999160766601562	1	-1
hsa-miR-552-3p	AGXT	12,41	0.9999159574508667	1	-1
hsa-miR-552-3p	GATA5	624,653	0.9999159574508667	1	-1
hsa-miR-552-3p	NAA30	4351,4380	0.9999157190322876	1	-1
hsa-miR-552-3p	TTPAL	4058,4087	0.9999157190322876	1	-1
hsa-miR-552-3p	RPP30	17,46	0.9999152421951294	1	-1
hsa-miR-552-3p	DNAJB12	1966,1995	0.9999148845672607	1	-1
hsa-miR-552-3p	GOLGA8H	1393,1422	0.9999145269393921	1	-1
hsa-miR-552-3p	GOLGA8J	1393,1422	0.9999145269393921	1	-1
hsa-miR-552-3p	GOLGA8M	1390,1419	0.9999145269393921	1	-1
hsa-miR-552-3p	GOLGA8S	1392,1421	0.9999145269393921	1	-1
hsa-miR-552-3p	SGIP1	6267,6296	0.9999145269393921	1	-1
hsa-miR-552-3p	PDPK1	4682,4711	0.9999144077301025	1	-1
hsa-miR-552-3p	RAB11FIP2	3428,3457	0.9999144077301025	1	-1
hsa-miR-552-3p	PDHX	504,533	0.9999141693115234	1	-1
hsa-miR-552-3p	RPS6KA6	5298,5327	0.9999141693115234	1	-1
hsa-miR-552-3p	VXN	2393,2422	0.9999141693115234	1	-1
hsa-miR-552-3p	CSNK1A1	1558,1587	0.9999139308929443	1	-1
hsa-miR-552-3p	S100A7A	998,1027	0.9999139308929443	1	-1
hsa-miR-552-3p	CDKL5	7392,7421	0.9999138116836548	1	-1
hsa-miR-552-3p	ANKRD60	1171,1200	0.9999136924743652	1	-1
hsa-miR-552-3p	MAPK8	1433,1462	0.9999136924743652	1	-1
hsa-miR-552-3p	GMCL1	2054,2083	0.9999135732650757	1	-1
hsa-miR-552-3p	ZNF81	4281,4310	0.9999135732650757	1	-1
hsa-miR-552-3p	DPH3	2610,2639	0.9999133348464966	1	-1
hsa-miR-552-3p	FOXF1	1747,1776	0.999913215637207	1	-1
hsa-miR-552-3p	PSMD10	277,306	0.9999129772186279	1	-1
hsa-miR-552-3p	FAM83B	2860,2889	0.9999128580093384	1	-1
hsa-miR-552-3p	NMRK1	436,465	0.9999126195907593	1	-1
hsa-miR-552-3p	DGKQ	1479,1508	0.9999125003814697	1	-1
hsa-miR-552-3p	FHL2	520,549	0.9999122619628906	1	-1
hsa-miR-552-3p	HERPUD1	1215,1244	0.9999121427536011	1	-1
hsa-miR-552-3p	MIEF1	779,808	0.999911904335022	1	-1
hsa-miR-552-3p	PEAK1	7777,7806	0.9999116659164429	1	-1
hsa-miR-552-3p	SLTM	736,765	0.9999115467071533	1	-1
hsa-miR-552-3p	VLDLR	663,692	0.9999113082885742	1	-1
hsa-miR-552-3p	SMIM8	772,801	0.9999111890792847	1	-1
hsa-miR-552-3p	ECE2	446,475	0.999910831451416	1	-1
hsa-miR-552-3p	EEF1AKMT4-ECE2	446,475	0.999910831451416	1	-1
hsa-miR-552-3p	HAPLN4	468,497	0.999910831451416	1	-1
hsa-miR-552-3p	SMAD2	8856,8885	0.999910831451416	1	-1
hsa-miR-552-3p	CYP26B1	2785,2814	0.9999107122421265	1	-1
hsa-miR-552-3p	SOWAHC	2713,2742	0.9999103546142578	1	-1
hsa-miR-552-3p	RIOK3	21,50	0.9999102354049683	1	-1
hsa-miR-552-3p	CABP5	526,555	0.9999099969863892	1	-1
hsa-miR-552-3p	LEPROTL1	1562,1591	0.9999099969863892	1	-1
hsa-miR-552-3p	USP31	2864,2893	0.9999097585678101	1	-1
hsa-miR-552-3p	FOXI3	1104,1133	0.999909520149231	1	-1
hsa-miR-552-3p	PIGM	4818,4847	0.999909520149231	1	-1
hsa-miR-552-3p	TYRO3	4256,4285	0.999909520149231	1	-1
hsa-miR-552-3p	DIXDC1	937,966	0.9999094009399414	1	-1
hsa-miR-552-3p	PRMT6	247,276	0.9999094009399414	1	-1
hsa-miR-552-3p	IL13RA1	642,671	0.9999092817306519	1	-1
hsa-miR-552-3p	VSIG10	1135,1164	0.9999092817306519	1	-1
hsa-miR-552-3p	ENAH	3057,3086	0.9999091625213623	1	-1
hsa-miR-552-3p	GCSAM	1658,1687	0.9999091625213623	1	-1
hsa-miR-552-3p	TAF4B	1075,1104	0.9999090433120728	1	-1
hsa-miR-552-3p	TMEM254	1004,1033	0.9999088048934937	1	-1
hsa-miR-552-3p	ABHD5	3616,3645	0.9999083280563354	1	-1
hsa-miR-552-3p	SP1	690,719	0.9999080896377563	1	-1
hsa-miR-552-3p	RPL14	13,42	0.9999078512191772	1	-1
hsa-miR-552-3p	DDX46	1339,1368	0.9999077320098877	1	-1
hsa-miR-552-3p	KCTD3	738,767	0.9999077320098877	1	-1
hsa-miR-552-3p	SFMBT2	525,554	0.9999077320098877	1	-1
